make,model,variant,mileage,first_registration,powe_kw,drive_type,features_autopilot,tires_summer,tires_winter,tires_all_season,tires_total_sets,features_heatpump,features_pano_roof,features_trailer_hitch,battery_netto,battery_brutto,color,upholstery,taxation,accident_free,number_of_keys,damage_description,auction_start_date,auction_end_date,status,highest_bid_price,number_of_bids,list_price,acc,number_of_seats,electric_seats,leather_seats,head_up_display,seat_heating,sport_seat_type,heated_steering_wheel,sport_steering_wheel,leather_steering_wheel,camera_type,trailer_hitch_seller,paint_color,upholstery,equipment,charging_cables,document_type,documents,form_of_ownership,seller_type,special_equipment_price,accident_free_cardentity,service_maintained,smoker_car,pet_car,auction_id,auction_short_id,auction_sequence,activated_at,auction_created_at,highest_bider_id,highest_bid_at,bids_count_calc,max_bid_offer_amount,min_bid_offer_amount,last_bid_at,is_highland,highland_logic_reason
Tesla,Model Y,"Long Range Dual AWD (75 kWh, 378 kW)",102000,2025-08-06,378,awd,Standard,0,1,0,1,t,t,,75,78.1,,,marginally_taxed,t,2,Dirty interior; the outside of the rims is somewhat scratched - by curbs,2025-04-28 09:00:00+00,2025-08-13 09:00:00+00,closed_seller_declined,27400.0,2,54990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{type_2},,{registration_certificate_part_1},financing,private,0,t,t,f,f,8023d60e-0a68-475e-b0cb-21276ebccd00,w58sjb,1,2025-08-11 15:58:03.92+00,2025-08-11 15:31:18.832+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-08-13 08:42:22.978+00,2,27400,27300,2025-08-13 08:42:22.968+00,FALSE,Not Model 3
Tesla,Model Y,"Performance Dual AWD (75 kWh, 393 kW)",64981,2022-08-29,393,awd,Standard,1,1,0,2,t,t,,75,78.1,,,marginally_taxed,t,2,light scratches on the rims,2025-04-28 09:00:00+00,2025-08-13 09:00:00+00,closed_seller_accepted,32700.0,8,59990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 393 kW (cont. 155 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,t,f,f,fc2f8370-5b90-4602-b41c-b3fdb9944a80,wpckwy,1,2025-08-11 15:27:55.015+00,2025-08-11 15:22:35.85+00,9c773ad3-45f8-4107-b4b9-591238593648,2025-08-13 08:16:50.525+00,8,32700,26500,2025-08-13 08:57:23.998+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,Basis,10345,2023-06-13,220,rwd,Standard,0,0,1,1,t,t,,57.5,60,,,marginally_taxed,t,,Scratches on the driver side bumper; Light curb damage || Scratches on rims,2025-04-28 09:00:00+00,2025-08-13 09:00:00+00,closed_seller_declined,29300.0,4,55000,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 255 kW (cont. 100 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",financing,private,0,t,t,f,f,cb2ebac2-e85b-44cc-8b82-1f0f607367be,y1ouu8,1,2025-08-11 15:26:20.036+00,2025-08-11 15:22:29.837+00,9c773ad3-45f8-4107-b4b9-591238593648,2025-08-13 08:14:06.817+00,4,29300,20000,2025-08-13 08:58:51.635+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,"Long Range Dual AWD (75 kWh, 378 kW)",10333,2024-07-21,378,awd,Enhanced,1,1,0,2,t,t,,75,78.1,,,marginally_taxed,t,2,"Rims of the winter tires are scratched, one rim on the summer tires has light scratches; Jack",2025-04-28 09:00:00+00,2025-08-11 09:00:00+00,closed_seller_accepted,40200.0,11,54990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,coc_certificate}",financing,private,0,t,t,f,f,baf898ed-7366-4418-a13d-c92eb8133431,esm4am,1,2025-08-07 17:28:43.105+00,2025-08-07 15:29:57.392+00,7b014634-66aa-4834-b581-b59f7d7f3c1c,2025-08-11 08:45:50.347+00,11,40200,33200,2025-08-11 08:45:50.34+00,FALSE,Not Model 3
Tesla,Model Y,"Long Range Dual AWD (75 kWh, 378 kW)",65500,2022-08-27,378,awd,Standard,1,0,0,1,t,t,,75,78.1,,,marginally_taxed,f,2,"Description not available; two paint chips; Wildlife damage front bumper, repaired; Air conditioning maintenance new, brake service new, comfort springs including registration, hepa and activated carbon and pollen filter new; Chassis modified; Ceramic sealing",2025-04-28 09:00:00+00,2025-08-11 09:00:00+00,closed_seller_declined,31100.0,9,54990,acc,,,,,front_and_rear_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,f,t,f,f,d2041707-603b-4549-9a4e-f89bb5012fb1,6nbzep,1,2025-08-07 17:22:06.395+00,2025-08-07 12:19:14.957+00,7be6f680-a30b-48c6-91e2-3903211f3439,2025-08-08 08:13:16.899+00,9,31100,27800,2025-08-11 08:49:00.26+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Standard Range Plus RWD (58 kWh, 239 kW)",38500,2022-11-12,208,rwd,Standard,1,0,0,1,t,t,,57.5,60,,,marginally_taxed,t,2,light scratch in the lower steering wheel area; light scratches on rims; Aero wheel covers,2025-04-28 09:00:00+00,2025-08-11 09:00:00+00,closed_seller_accepted,25700.0,7,45560,acc,,,,,front_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 225 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,t,f,f,c4173c7f-75ee-403b-8411-3b24b3d55a42,lb96ya,1,2025-08-07 09:41:10.939+00,2025-08-07 08:40:56.212+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-08-11 07:58:45.76+00,7,25700,21000,2025-08-11 08:52:19.834+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Long Range RWD (75 kWh, 211 kW)",66100,2019-05-28,239,rwd,Full self driving,1,1,0,2,f,t,,73.5,78.8,,,marginally_taxed,t,2,"Glass front; Rear left, rear, rear right; Rear; 1 rim of the winter wheels is scratched on the inside; Front control arm (top & bottom) renewed in June 2025. Windshield replaced in August 2023. Ceramic coating and paint preparation August 2023, bumper repainted due to scratches from parking bump in 2019",2025-04-28 09:00:00+00,2025-08-08 09:00:00+00,closed_seller_accepted,20600.0,4,54679,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 211 kW (cont. 88 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,1599,f,f,f,f,02aa8db7-c5ba-4bd7-b4f4-dd0837f67998,qprswf,1,2025-08-06 16:30:01.308+00,2025-08-06 12:18:47.382+00,96aba9bd-a105-4a42-9064-f2f121466895,2025-08-07 15:10:35.248+00,4,20600,15500,2025-08-08 08:51:27.229+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,"Long Range Dual AWD (75 kWh, 378 kW)",63000,2022-03-18,378,awd,Standard,1,1,0,2,t,t,,75,78.1,,,marginally_taxed,t,2,Stains on the seats; Some scratches on all rims,2025-04-28 09:00:00+00,2025-08-08 09:00:00+00,closed_seller_accepted,31200.0,9,54990,acc,,,,,front_and_rear_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",leasing,private,0,t,t,f,t,77ceef5f-b359-4232-bf6f-47d03b815b30,kjn5kz,1,2025-08-06 11:01:35.586+00,2025-08-06 08:58:56.718+00,b4cf6441-1c07-43c4-8e84-137bc981aebd,2025-08-07 14:33:39.759+00,9,31200,29600,2025-08-08 08:51:59.804+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Performance Dual AWD (82 kWh, 377 kW)",61131,2022-09-07,393,awd,Standard,1,1,0,2,t,t,,75,78.1,,,marginally_taxed,t,2,"small signs of use
; small scratches, second set of tires is stored",2025-04-28 09:00:00+00,2025-08-08 09:00:00+00,closed_seller_declined,28100.0,7,58560,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Brake calipers Performance"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous driving"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot Generation 1.0"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 358 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Pedals aluminium"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Suspension lowered"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",financing,private,0,t,t,f,f,87fc7dd1-1bf3-47e8-8f78-2e9f34b2f733,r6trje,1,2025-08-06 11:26:21.896+00,2025-08-06 08:19:00.943+00,0a13efab-e0f3-420c-a516-38bb46085747,2025-08-08 06:04:07.105+00,7,28100,24600,2025-08-08 08:53:27.693+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Long Range Dual AWD (75 kWh, 350 kW)",89000,2021-03-10,324,awd,Standard,1,1,0,2,t,t,,72,75,,,marginally_taxed,t,2,"Paint chipping on driver's door; damaged driver's seat surface; Acceleration Boost (0–100 km/h in 3.9s unlocked // Aero wheel cap set (4 pieces) as well as floor mats (fabric, 4-piece)",2025-04-28 09:00:00+00,2025-08-08 09:00:00+00,closed_seller_accepted,22100.0,6,57417,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 258 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}",{type_2},,"{registration_certificate_part_1,coc_certificate}",owned,private,0,t,t,f,f,82434d34-128f-4fae-8785-98783168d1be,yprfap,1,2025-08-06 11:14:17.312+00,2025-08-06 07:44:21.19+00,df42592d-f73a-424f-ba89-2dd3be8e46d2,2025-08-08 08:48:56.171+00,6,22100,20400,2025-08-08 08:54:47.337+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Standard Range Plus RWD (53.1 kWh, 239 kW)",50560,2020-09-30,239,rwd,Standard,1,1,0,2,f,t,,49,53.1,,,marginally_taxed,t,3+,"Kratzer an Radkasten vorne Beifahrerseite; Felgen verkratzt, Winterreifensatz eingelagert
; Originale neue Batterie von Tesla als Garantietausch bei 50.000km",2025-04-28 09:00:00+00,2025-08-07 09:00:00+00,closed_seller_accepted,20500.0,8,46380,acc,,,,,front_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 225 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}",{type_2},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,t,f,f,dc69a05c-2b88-4b78-a353-a28c660ef114,xcv3ey,3,2025-08-06 07:37:49.116+00,2025-08-06 07:36:28.803+00,b84ffb9e-c22d-4539-aa2f-e1093038d4f2,2025-08-07 06:30:28.291+00,8,20500,15300,2025-08-07 07:24:45.119+00,FALSE,Old Date & Not Labeled
